,start_date,end_date,retail_type_code,retail_type_description_original,retail_type_description_en,turnover_index,average_anual_variation_rate,year_on_year_rate_of_change,monthly_rate_of_change
475,2022-11-01,2022-11-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",130.79,17.7,2.2,-8.1
476,2022-10-01,2022-10-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",142.31,20.3,5.9,5.3
477,2022-09-01,2022-09-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",135.17,22.4,6.1,-11.0
478,2022-08-01,2022-08-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",151.81,23.7,12.2,2.0
479,2022-07-01,2022-07-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",148.86,24.1,14.4,2.1
480,2022-06-01,2022-06-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",145.77,24.3,19.9,-1.2
481,2022-05-01,2022-05-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",147.48,24.8,20.3,13.4
482,2022-04-01,2022-04-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",130.04,26.5,17.2,-11.7
483,2022-03-01,2022-03-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",147.31,29.8,40.3,22.6
484,2022-02-01,2022-02-28,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",120.16,26.7,41.4,4.1
485,2022-01-01,2022-01-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",115.48,20.5,28.1,-6.9
486,2021-12-01,2021-12-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",123.98,15.2,20.7,-3.1
487,2021-11-01,2021-11-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",128.01,11.2,34.1,-4.7
488,2021-10-01,2021-10-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",134.33,6.5,29.3,5.4
489,2021-09-01,2021-09-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",127.39,2.3,18.6,-5.9
490,2021-08-01,2021-08-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",135.33,-0.3,15.4,4.0
491,2021-07-01,2021-07-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",130.15,-3.1,14.8,7.1
492,2021-06-01,2021-06-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",121.55,-6.0,25.0,-0.8
493,2021-05-01,2021-05-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",122.59,-9.7,42.0,10.5
494,2021-04-01,2021-04-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",110.93,-15.0,69.8,5.6
495,2021-03-01,2021-03-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",105.0,-21.6,5.5,23.5
496,2021-02-01,2021-02-28,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",84.99,-23.1,-27.1,-5.7
497,2021-01-01,2021-01-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",90.17,-20.6,-26.4,-12.2
498,2020-12-01,2020-12-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",102.73,-18.1,-20.0,7.6
499,2020-11-01,2020-11-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",95.44,-16.2,-20.5,-8.2
500,2020-10-01,2020-10-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",103.91,-14.9,-17.6,-3.3
501,2020-09-01,2020-09-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",107.43,-13.5,-11.4,-8.4
502,2020-08-01,2020-08-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",117.32,-12.8,-14.7,3.5
503,2020-07-01,2020-07-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",113.33,-11.5,-16.8,16.6
504,2020-06-01,2020-06-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",97.23,-9.7,-22.5,12.6
505,2020-05-01,2020-05-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",86.32,-7.7,-34.2,32.1
506,2020-04-01,2020-04-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",65.33,-4.6,-48.6,-34.4
507,2020-03-01,2020-03-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",99.55,0.4,-17.5,-14.6
508,2020-02-01,2020-02-29,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",116.53,2.1,7.1,-4.9
509,2020-01-01,2020-01-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",122.55,1.6,5.0,-4.6
510,2019-12-01,2019-12-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",128.4,1.5,2.8,7.0
511,2019-11-01,2019-11-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",120.02,1.4,-1.3,-4.8
512,2019-10-01,2019-10-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",126.09,2.0,-2.5,4.0
513,2019-09-01,2019-09-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",121.19,3.2,-4.6,-11.8
514,2019-08-01,2019-08-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",137.46,4.4,-0.5,0.9
515,2019-07-01,2019-07-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",136.23,5.4,3.0,8.6
516,2019-06-01,2019-06-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",125.39,6.1,1.3,-4.4
517,2019-05-01,2019-05-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",131.14,6.7,2.3,3.1
518,2019-04-01,2019-04-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",127.17,7.5,10.8,5.4
519,2019-03-01,2019-03-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",120.71,6.9,3.4,11.0
520,2019-02-01,2019-02-28,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",108.76,7.0,1.1,-6.8
521,2019-01-01,2019-01-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",116.73,7.5,2.7,-6.6
522,2023-10-01,2023-10-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,170.29,4.1,2.2,2.8
523,2023-09-01,2023-09-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,165.63,5.0,2.6,-1.1
524,2023-08-01,2023-08-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,167.55,5.8,0.0,-8.4
525,2023-07-01,2023-07-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,,,,
526,2023-06-01,2023-06-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,169.03,7.7,4.4,-3.6
527,2023-05-01,2023-05-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,175.32,8.1,3.8,14.5
528,2023-04-01,2023-04-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,153.11,8.8,-3.1,-9.6
529,2023-03-01,2023-03-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,169.28,10.5,4.0,14.8
530,2023-02-01,2023-02-28,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,147.5,11.7,5.4,-5.3
531,2023-01-01,2023-01-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,155.81,13.0,14.3,-12.7
532,2022-12-01,2022-12-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,178.5,13.4,9.9,3.1
533,2022-11-01,2022-11-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,173.07,13.4,5.7,3.8
534,2022-10-01,2022-10-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,166.68,14.5,13.0,3.3
535,2022-09-01,2022-09-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,161.42,13.9,13.4,-3.7
536,2022-08-01,2022-08-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,167.58,13.3,12.9,-6.1
537,2022-07-01,2022-07-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,178.55,12.9,10.5,10.2
538,2022-06-01,2022-06-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,161.96,12.3,8.9,-4.1
539,2022-05-01,2022-05-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,168.92,12.4,12.0,6.9
540,2022-04-01,2022-04-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,157.99,13.5,17.9,-3.0
541,2022-03-01,2022-03-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,162.81,14.9,18.5,16.4
542,2022-02-01,2022-02-28,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,139.88,15.4,24.2,2.6
543,2022-01-01,2022-01-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,136.31,13.3,19.6,-16.1
544,2021-12-01,2021-12-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,162.45,11.4,9.9,-0.7
545,2021-11-01,2021-11-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,163.66,10.8,17.6,11.0
546,2021-10-01,2021-10-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,147.44,9.4,6.4,3.6
547,2021-09-01,2021-09-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,142.3,9.3,5.2,-4.1
548,2021-08-01,2021-08-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,148.46,10.0,8.8,-8.1
549,2021-07-01,2021-07-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,161.61,9.7,4.0,8.6
550,2021-06-01,2021-06-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,148.76,10.0,9.2,-1.4
551,2021-05-01,2021-05-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,150.86,10.2,26.5,12.6
552,2021-04-01,2021-04-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,134.03,7.6,44.1,-2.5
553,2021-03-01,2021-03-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,137.43,3.2,25.8,22.1
554,2021-02-01,2021-02-28,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,112.6,0.5,-3.5,-1.2
555,2021-01-01,2021-01-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,113.97,1.3,-5.3,-22.9
556,2020-12-01,2020-12-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,147.83,2.2,3.2,6.2
557,2020-11-01,2020-11-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,139.19,2.3,2.4,0.4
558,2020-10-01,2020-10-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,138.61,0.6,5.5,2.5
559,2020-09-01,2020-09-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,135.23,0.8,13.3,-0.9
560,2020-08-01,2020-08-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,136.44,0.2,5.3,-12.2
561,2020-07-01,2020-07-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,155.44,1.2,6.4,14.1
562,2020-06-01,2020-06-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,136.28,1.2,11.8,14.3
563,2020-05-01,2020-05-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,119.23,0.0,-5.7,28.2
564,2020-04-01,2020-04-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,93.01,0.8,-20.2,-14.8
565,2020-03-01,2020-03-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,109.21,3.0,-10.1,-6.4
566,2020-02-01,2020-02-29,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,116.68,4.2,7.2,-3.1
567,2020-01-01,2020-01-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,120.38,4.3,5.5,-16.0
568,2019-12-01,2019-12-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,143.27,4.5,4.7,5.4
569,2019-11-01,2019-11-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,135.94,4.7,3.1,3.5
570,2019-10-01,2019-10-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,131.34,4.9,3.9,10.0
571,2019-09-01,2019-09-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,119.38,5.3,2.6,-7.9
572,2019-08-01,2019-08-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,129.63,5.4,3.4,-11.2
573,2019-07-01,2019-07-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,146.05,5.5,7.5,19.8
574,2019-06-01,2019-06-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,121.92,5.5,-2.8,-3.6
575,2019-05-01,2019-05-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,126.47,6.8,3.7,8.6
576,2019-04-01,2019-04-30,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,116.49,7.2,8.2,-4.1
577,2019-03-01,2019-03-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,121.45,7.3,4.4,11.6
578,2019-02-01,2019-02-28,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,108.82,7.7,8.4,-4.6
579,2019-01-01,2019-01-31,CR5,Comércio a retalho de bens para o lar e similares,Retail trade for home and similar,114.11,7.5,9.0,-16.6
580,2023-10-01,2023-10-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",110.49,8.9,-2.4,2.1
581,2023-09-01,2023-09-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",108.17,10.2,5.9,-5.6
582,2023-08-01,2023-08-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",114.61,10.9,2.5,-11.6
583,2023-07-01,2023-07-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",,,,
584,2023-06-01,2023-06-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",115.12,13.8,6.4,3.5
585,2023-05-01,2023-05-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",111.23,14.6,4.7,-2.6
586,2023-04-01,2023-04-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",114.22,15.5,14.8,19.3
587,2023-03-01,2023-03-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",95.75,18.6,23.0,19.0
588,2023-02-01,2023-02-28,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",80.44,22.8,7.2,-22.3
589,2023-01-01,2023-01-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",103.5,28.9,20.3,-40.5
590,2022-12-01,2022-12-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",173.98,32.0,17.0,41.5
591,2022-11-01,2022-11-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",122.97,31.8,3.7,8.7
592,2022-10-01,2022-10-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",113.15,36.0,13.0,10.8
593,2022-09-01,2022-09-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",102.14,35.8,15.3,-8.7
594,2022-08-01,2022-08-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",111.83,35.1,16.5,-7.0
595,2022-07-01,2022-07-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",120.19,34.7,27.2,11.1
596,2022-06-01,2022-06-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",108.18,32.9,15.7,1.8
597,2022-05-01,2022-05-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",106.28,34.2,14.8,6.8
598,2022-04-01,2022-04-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",99.52,41.8,76.9,27.8
599,2022-03-01,2022-03-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",77.86,44.5,212.1,3.7
600,2022-02-01,2022-02-28,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",75.05,35.4,276.8,-12.8
601,2022-01-01,2022-01-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",86.03,17.9,76.2,-42.1
602,2021-12-01,2021-12-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",148.65,6.1,13.1,25.4
603,2021-11-01,2021-11-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",118.54,-1.3,38.6,18.4
604,2021-10-01,2021-10-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",100.11,-8.9,9.6,13.0
605,2021-09-01,2021-09-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",88.62,-11.9,6.4,-7.7
606,2021-08-01,2021-08-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",96.03,-13.6,9.5,1.6
607,2021-07-01,2021-07-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",94.52,-16.2,8.4,1.1
608,2021-06-01,2021-06-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",93.49,-19.4,26.7,1.0
609,2021-05-01,2021-05-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",92.59,-23.9,160.8,64.5
610,2021-04-01,2021-04-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",56.27,-33.1,400.2,125.5
611,2021-03-01,2021-03-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",24.95,-40.9,-34.8,25.3
612,2021-02-01,2021-02-28,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",19.92,-42.3,-78.1,-59.2
613,2021-01-01,2021-01-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",48.82,-36.7,-55.4,-62.8
614,2020-12-01,2020-12-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",131.41,-32.0,-28.4,53.6
615,2020-11-01,2020-11-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",85.53,-28.0,-34.8,-6.4
616,2020-10-01,2020-10-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",91.35,-24.9,-21.4,9.7
617,2020-09-01,2020-09-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",83.26,-22.6,-14.7,-5.1
618,2020-08-01,2020-08-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",87.7,-21.0,-21.2,0.6
619,2020-07-01,2020-07-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",87.16,-18.7,-27.6,18.1
620,2020-06-01,2020-06-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",73.81,-16.3,-35.8,107.9
621,2020-05-01,2020-05-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",35.5,-12.9,-67.4,215.6
622,2020-04-01,2020-04-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",11.25,-7.1,-88.6,-70.6
623,2020-03-01,2020-03-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",38.29,0.1,-59.2,-57.8
624,2020-02-01,2020-02-29,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",90.79,4.4,12.3,-17.1
625,2020-01-01,2020-01-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",109.55,3.8,6.7,-40.3
626,2019-12-01,2019-12-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",183.64,3.7,1.6,39.9
627,2019-11-01,2019-11-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",131.24,3.7,4.0,12.9
628,2019-10-01,2019-10-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",116.28,3.8,5.1,19.1
629,2019-09-01,2019-09-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",97.6,4.4,8.0,-12.3
630,2019-08-01,2019-08-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",111.23,2.9,2.3,-7.6
631,2019-07-01,2019-07-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",120.43,2.7,-0.6,4.8
632,2019-06-01,2019-06-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",114.92,3.0,5.0,5.4
633,2019-05-01,2019-05-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",109.02,2.9,3.7,10.3
634,2019-04-01,2019-04-30,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",98.8,3.0,8.8,5.4
635,2019-03-01,2019-03-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",93.74,1.5,0.9,16.0
636,2019-02-01,2019-02-28,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",80.82,2.1,3.2,-21.3
637,2019-01-01,2019-01-31,CR6,"Comércio a retalho de têxteis, vestuário, calçado e artigos de couro","Trade to textile retail, clothing, shoes and leather goods",102.65,1.9,5.5,-43.2
638,2023-10-01,2023-10-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",123.27,3.4,0.8,-3.1
639,2023-09-01,2023-09-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",127.17,4.3,-4.0,4.4
640,2023-08-01,2023-08-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",121.83,5.9,-5.1,-5.5
641,2023-07-01,2023-07-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",,,,
